"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H0IL02101","HAYES, ISAAC C","C","REP",74663.94,73321.02,"IL","02",NA,"W",NA,"L"
"H0IL03067","MUJICA, JORGE","C","DEM",12668,12268,"IL","03",NA,NA,NA,NA
"H4IL03077","LIPINSKI, DANIEL WILLIAM","I","DEM",752198.75,247763.01,"IL","03",NA,"W",NA,"W"
"H6IL03114","SULLIVAN, JOHN P","C","DEM",0,0,"IL","03",NA,NA,NA,NA
"H8IL03060","BENNETT, JERRY","C","DEM",2754.03,850,"IL","03",NA,NA,NA,NA
"H8IL03078","CAPPARELLI, JIM","C","DEM",0,0,"IL","03",NA,NA,NA,NA
"H0IL03075","BENDAS, MICHAEL A","C","REP",28807,25750,"IL","03",NA,"W",NA,"L"
"H8IL03094","POHLEN, JEROME","C","GRE",0,0,"IL","03",NA,NA,NA,NA
"H2IL08039","GUTIERREZ, LUIS V","I","DEM",512939.35,241276.32,"IL","04",NA,"W",NA,"W"
"H8IL04068","MUNOZ, RICARDO","C","DEM",0,0,"IL","04",NA,NA,NA,NA
"H8IL04076","MALDONADO, ROBERTO","C","DEM",4694.9,0,"IL","04",NA,NA,NA,NA
"H8IL04084","FLORES, MANUEL","C","DEM",12320.04,0,"IL","04",NA,NA,NA,NA
"H0IL05062","FEIGENHOLTZ, SARA","O","DEM",787356.31,593568.87,"IL","05",NA,NA,NA,NA
"H0IL05088","FORYS, VICTOR ALEXANDER","C","DEM",172208.12,86708.95,"IL","05",NA,NA,NA,NA
"H0IL05096","QUIGLEY, MIKE","I","DEM",1301374.34,886077.81,"IL","05","W","W",NA,"W"
"H0IL05138","OBERMAN, JUSTIN PEREIRA","O","DEM",36519.04,34119.04,"IL","05",NA,NA,NA,NA
"H0IL05146","CAPPARELLI, CARY","O","DEM",0,0,"IL","05",NA,NA,NA,NA
"H0IL05153","WHEELAN, CHARLES J","C","DEM",237456.07,226801.83,"IL","05",NA,NA,NA,NA
"H0IL05161","BRYAR, PAUL J","C","DEM",340726.19,226222,"IL","05",NA,NA,NA,NA
"H0IL05179","FRITCHEY, JOHN A","O","DEM",773495.49,644558.59,"IL","05",NA,NA,NA,NA
"H0IL05203","MONTEAGUDO, CARLOS A","O","DEM",29261,26261,"IL","05",NA,NA,NA,NA
"H0IL05211","O'CONNOR, PATRICK J.","O","DEM",375752.83,358386.33,"IL","05",NA,NA,NA,NA
"H0IL05302","GEOGHEGAN, THOMAS HOWARD","O","DEM",343271.35,328175.39,"IL","05",NA,NA,NA,NA
"H2IL05092","EMANUEL, RAHM","C","DEM",10472.77,0,"IL","05",NA,NA,NA,NA
"H2IL05100","DAGHER, PETER ALEXANDER","O","DEM",100,0,"IL","05",NA,NA,NA,NA
"H4IL05031","BLAGOJEVICH, ROD","C","DEM",7.2,0,"IL","05",NA,NA,NA,NA
"H8IL05107","DONATELLI, JAN H","O","DEM",95964.3,82364.3,"IL","05",NA,NA,NA,NA
"H0IL05260","PULIDO, ROSANNA","C","REP",37486.29,20952.44,"IL","05",NA,NA,NA,NA
"H0IL05310","LAD, ASHVIN PRAKASH","C","REP",28384.07,28284.07,"IL","05",NA,NA,NA,NA
"H0IL05328","RATOWITZ, DAVID","C","REP",65556.15,33056.15,"IL","05",NA,"W",NA,"L"
"H0IL06045","LOWE, BENJAMIN S","C","DEM",66631.66,56452.54,"IL","06",NA,"W",NA,"L"
"H8IL06071","MORGENTHALER, JILL","C","DEM",4702.15,4702.15,"IL","06",NA,NA,NA,NA
"H6IL06117","ROSKAM, PETER","I","REP",2381857.99,1302528.14,"IL","06",NA,"W",NA,"W"
"H0IL07092","WILLIAMS-BURNETT, DARLENA","C","DEM",96437.29,82418.36,"IL","07",NA,NA,NA,NA
"H0IL07100","HATCH, MARSHALL E SR","C","DEM",25597.92,6561,"IL","07",NA,NA,NA,NA
"H0IL07118","DIXON, SHARON DENISE","C","DEM",35533,31713,"IL","07",NA,NA,NA,NA
"H4IL07037","DAVIS, DANNY K. MR.","I","DEM",619465.51,157994.13,"IL","07",NA,"W",NA,"W"
"H6IL07263","ASCOT, JAMES","C","DEM",57653.21,57653.21,"IL","07",NA,NA,NA,NA
"H2IL08088","BEAN, MELISSA LUBURICH","I","DEM",2292879.17,838115.28,"IL","08",NA,"W",NA,"L"
"H0IL08066","RODRIGUEZ, MARIA DOLORES","C","REP",132440.52,107121.54,"IL","08",NA,NA,NA,NA
"H0IL08074","GEISSLER, CHRISTOPHER TODD","C","REP",56572,16572,"IL","08",NA,NA,NA,NA
"H0IL08082","BEVERIDGE, DIRK","C","REP",232668.75,183651,"IL","08",NA,NA,NA,NA
"H0IL08090","WALSH, JOE","C","REP",646793.82,528560.06,"IL","08",NA,"W",NA,"W"
"H8IL08044","MCSWEENEY, DAVID","C","REP",17827,900,"IL","08",NA,NA,NA,NA
"H8IL08077","GREENBERG, STEVEN MATHEW","C","REP",0,0,"IL","08",NA,NA,NA,NA
"H8IL08085","MORRIS, KIRK","C","REP",0,0,"IL","08",NA,NA,NA,NA
"H0IL08108","FRASER, WILLIAM E","C","IND",0,0,"IL","08",NA,NA,NA,NA
"H8IL09067","SCHAKOWSKY, JANICE D","I","DEM",1520106.02,1134286.81,"IL","09",NA,"W",NA,"W"
"H0IL09064","POLLAK, JOEL BARRY","C","REP",677066.19,649927.43,"IL","09",NA,"W",NA,"L"
"H0IL10245","RICHARDSON, ELLIOT","O","DEM",360794.48,152748,"IL","10",NA,NA,NA,NA
"H0IL10252","BOND, MICHAEL","O","DEM",86644,71045,"IL","10",NA,NA,NA,NA
"H0IL10278","HAMOS, JULIE","O","DEM",1251605.46,1139236.14,"IL","10",NA,NA,NA,NA
"H0IL10328","SUMPTION, MILTON J","O","DEM",43300,18300,"IL","10",NA,NA,NA,NA
"H6IL10119","SEALS, DANIEL JOSEPH","O","DEM",2935601.52,2380201.61,"IL","10",NA,"W",NA,"L"
"H8IL10099","FOOTLIK, JAY K","C","DEM",80.78,0,"IL","10",NA,NA,NA,NA
"H0IL10120","KIRK, MARK STEVEN","I","REP",14372686.91,11736866.11,"IL","10",NA,NA,NA,NA
"H0IL10260","GREEN, RICHARD CRONKHITE","O","REP",628412.47,93220,"IL","10",NA,NA,NA,NA
"H0IL10286","CADIGAN, WILLIAM J","O","REP",63835.11,58485.11,"IL","10",NA,NA,NA,NA
"H0IL10294","COULSON, ELIZABETH","O","REP",555615.06,383134.74,"IL","10",NA,NA,NA,NA
"H0IL10302","DOLD JR., ROBERT JAMES MR.","O","REP",2985088.27,2517610.79,"IL","10",NA,"W",NA,"W"
"H0IL10310","HAMANN, PAUL","O","REP",4697,0,"IL","10",NA,NA,NA,NA
"H0IL10336","FRIEDMAN, ARIE STEPHEN","O","REP",53114.29,40987.29,"IL","10",NA,NA,NA,NA
"H8IL11089","WEBER, JERRY","C","DEM",0,0,"IL","11",NA,NA,NA,NA
"H8IL11113","HALVORSON, DEBORAH 'DEBBIE'","I","DEM",2702605.44,1481602.29,"IL","11",NA,"W",NA,"L"
"H0IL11052","KINZINGER, ADAM","C","REP",1881629.26,1342045,"IL","11",NA,"W",NA,"W"
"H0IL11060","MEERS, HENRY W JR","C","REP",13799,10299,"IL","11",NA,NA,NA,NA
"H0IL11078","MCALOON, DAVID","C","REP",6208.16,6100,"IL","11",NA,NA,NA,NA
"H4IL11096","WELLER, GERALD C JERRY","I","REP",81.59,0,"IL","11",NA,NA,NA,NA
"H8IL11097","BALDERMANN, TIM","C","REP",3.25,0,"IL","11",NA,NA,NA,NA
"H8IL11071","WALLACE, JASON MICHAEL","C","GRE",0,0,"IL","11",NA,NA,NA,NA
"H8IL21021","COSTELLO, JERRY F","I","DEM",1351182.41,597600,"IL","12",NA,"W",NA,"W"
"H0IL12076","KORMOS, THERESA MRS","C","REP",13600,3100,"IL","12",NA,NA,NA,NA
"H0IL12084","NEWMAN, TERI","C","REP",47058,5058,"IL","12",NA,"W",NA,"L"
"H8IL12079","JENNINGS, RODGER W.","C","GRE",445,445,"IL","12",NA,"W",NA,"L"
"H6IL13105","SHANNON, JOSEPH","C","DEM",10000,0,"IL","13",NA,NA,NA,NA
"H8IL13119","HARPER, SCOTT","C","DEM",648365.01,579305.16,"IL","13",NA,"W",NA,"L"
"H8IL13069","BIGGERT, JUDY","I","REP",1584516.56,784706.78,"IL","13",NA,"W",NA,"W"
"H8IL14067","FOSTER, G. WILLIAM (BILL)","I","DEM",3910301.99,2249053.95,"IL","14",NA,"W",NA,"L"
"H0IL14056","HASTERT, ETHAN ALLEN","C","REP",623685.58,473383,"IL","14",NA,NA,NA,NA
"H0IL14064","DANKLEFSEN, JEFFREY","C","REP",10268,1150,"IL","14",NA,NA,NA,NA
"H0IL14072","VARGAS, MARK A","C","REP",8460,8460,"IL","14",NA,NA,NA,NA
"H0IL14080","HULTGREN, RANDY","C","REP",1692317.85,1239729.57,"IL","14",NA,"W",NA,"W"
"H0IL14106","PURCELL, JAMES (JIM)","C","REP",42200,31600,"IL","14",NA,NA,NA,NA
"H8IL14075","LAUZEN, CHRIS","C","REP",99738.48,69288.48,"IL","14",NA,NA,NA,NA
"H8IL14083","OBERWEIS, JAMES D","C","REP",8268.8,500,"IL","14",NA,NA,NA,NA
"H8IL14091","BURNS, KEVIN","C","REP",0,0,"IL","14",NA,NA,NA,NA
"H8IL14133","DRUCK, DAN","C","LIB",0,0,"IL","14",NA,NA,NA,NA
"H4IL15055","GILL, DAVID MICHAEL","C","DEM",145098.56,130048.27,"IL","15",NA,"W",NA,"L"
"H0IL15053","JOHNSON, TIM","I","REP",342063.48,108234.7,"IL","15",NA,"W",NA,"W"
"H2IL15034","EWING, THOMAS W","C","REP",588,0,"IL","15",NA,NA,NA,NA
"H0IL16168","GAULRAPP, GEORGE WALTER","C","DEM",73357,60417,"IL","16",NA,"W",NA,"L"
"H8IL16062","ABBOUD, ROBERT","C","DEM",0,0,"IL","16",NA,NA,NA,NA
"H0IL16085","MANZULLO, DONALD A.","I","REP",1160685.26,708324.22,"IL","16",NA,"W",NA,"W"
"H6IL17155","HARE, PHILIP G","I","DEM",1364578.33,457654.59,"IL","17",NA,"W",NA,"L"
"H0IL17059","SCHILLING, ROBERT T MR.","C","REP",1127489.56,811487.47,"IL","17",NA,"W",NA,"W"
"H4IL17069","ZINGA, ANDREA","O","REP",1600,0,"IL","17",NA,NA,NA,NA
"H0IL18040","RAY, CARL DOUGLAS","C","DEM",2860,2860,"IL","18",NA,NA,NA,NA
"H0IL18057","HIRNER, DEIDRE 'DK'","C","DEM",138080.63,83583.37,"IL","18",NA,"W",NA,"L"
"H8IL18043","SCHOCK, AARON JON MR.","I","REP",2408587.45,1193239.46,"IL","18",NA,"W",NA,"W"
"H8IL18050","MCCONOUGHEY, JIM","C","REP",0,0,"IL","18",NA,NA,NA,NA
"H8IL18084","SCHAFER, SHELDON","C","GRE",4055,3852,"IL","18",NA,"W",NA,"L"
"H4IL19073","BAGWELL, TIMOTHY CLARKE","C","DEM",17763,8305,"IL","19",NA,"W",NA,"L"
"H8IL19090","DAVIS, DANIEL PAUL","C","DEM",5439.89,2100,"IL","19",NA,NA,NA,NA
"H8IL19108","MCMENAMIN, JOSEPH E","C","DEM",120.94,0,"IL","19",NA,NA,NA,NA
"H0IL19048","FIRSCHING, MICHAEL","C","REP",537,537,"IL","19",NA,NA,NA,NA
"H2IL20042","SHIMKUS, JOHN M","I","REP",1845127.56,496927.86,"IL","19",NA,"W",NA,"W"
"H4IN01012","VISCLOSKY, PETER J","I","DEM",891337.53,316187.07,"IN","01",NA,"W",NA,"W"
"H0IN01077","PASTORE, ROBERT A","C","REP",10755,10755,"IN","01",NA,NA,NA,NA
"H0IN01085","LINDEMULDER, PETER III","C","REP",24950,19950,"IN","01",NA,NA,NA,NA
"H0IN01093","OLSON, ERIC L","C","REP",8648,2475,"IN","01",NA,NA,NA,NA
"H8IN01096","LEYVA, MARK J","C","REP",17848,15967,"IN","01",NA,"W",NA,"L"
"H4IN02101","DONNELLY, JOSEPH SIMON MR.","I","DEM",1723644.27,689669.98,"IN","02",NA,"W",NA,"W"
"H0IN02190","WALORSKI (SWIHART), JACKIE","C","REP",1331778.41,1066856.41,"IN","02",NA,"W",NA,"L"
"H0IN02208","JORDAN, JACK EDWARD","C","REP",112226,39626,"IN","02",NA,NA,NA,NA
"H8IN02102","PUCKETT, LUKE WAYNE","C","REP",0,0,"IN","02",NA,NA,NA,NA
"H6IN03161","HAYHURST, THOMAS ELDON","C","DEM",807543.49,736295.47,"IN","03",NA,"W",NA,"L"
"H8IN03050","MONTAGANO, MICHAEL ANTHONY","C","DEM",158.42,158.42,"IN","03",NA,NA,NA,NA
"H0IN03149","TROYER, PHILLIP JAMES","C","REP",41218.94,14322.94,"IN","03",NA,NA,NA,NA
"H0IN03156","DICKMAN, GREGORY LEE","C","REP",64293.69,556.46,"IN","03",NA,NA,NA,NA
"H0IN03164","THOMAS, ROBERT (BOB)","C","REP",609980.6,13796,"IN","03",NA,NA,NA,NA
"H0IN03172","BORROR, RANDY LEE","C","REP",26702,12701,"IN","03",NA,NA,NA,NA
"H0IN03180","ELIJAH, TERRY RYAN","C","REP",9362.9,9362.9,"IN","03",NA,NA,NA,NA
"H0IN03198","STUTZMAN, MARLIN A","C","REP",597305.67,344895.36,"IN","03","W",NA,NA,"W"
"H4IN04099","SOUDER, MARK E","I","REP",564902.12,269586.05,"IN","03",NA,"W",NA,NA
"H4IN04149","SANDERS, DAVID AURAM","O","DEM",110434.11,16677,"IN","04",NA,"W",NA,"L"
"H8IN04108","ACKERSON, NELS","C","DEM",2542.31,800,"IN","04",NA,NA,NA,NA
"H0IN04162","DUNHAM, DANIEL L","O","REP",1486,20,"IN","04",NA,NA,NA,NA
"H0IN04170","ROKITA, THEODORE EDWARD","O","REP",1095067.12,791838.81,"IN","04",NA,"W",NA,"W"
"H0IN04196","WATHEN, ERIC LEE","O","REP",27884.01,26884.01,"IN","04",NA,NA,NA,NA
"H0IN04204","HERSHMAN, BRANDT","O","REP",360924.62,219875.52,"IN","04",NA,NA,NA,NA
"H0IN04212","ACTON, JON DAVID","O","REP",7400,6095,"IN","04",NA,NA,NA,NA
"H0IN04220","HENDERSON, CHARLES E","O","REP",13087.85,10513,"IN","04",NA,NA,NA,NA
"H0IN04261","HASS, JAMES THOMAS","O","REP",10600,0,"IN","04",NA,NA,NA,NA
"H0IN04279","SEITZ, MARK","O","REP",10091,1165,"IN","04",NA,NA,NA,NA
"H0IN04287","STEFFEN , PHILLIP J","O","REP",7139.65,2520,"IN","04",NA,NA,NA,NA
"H2IN04077","YOUNG, R MICHAEL","O","REP",95331.06,25430.88,"IN","04",NA,NA,NA,NA
"H2IN05025","BUYER, CONGRESSMAN STEVE","I","REP",406643.81,109442.38,"IN","04",NA,NA,NA,NA
"H4IN04123","PAASCH, BRIAN MR.","C","REP",0,0,"IN","04",NA,NA,NA,NA
"H0IN05128","HANNA, NASSER HAUSAM","C","DEM",112733.81,101106.42,"IN","05",NA,NA,NA,NA
"H8IN05105","STALL, KENNY EUGENE","C","DEM",0,0,"IN","05",NA,NA,NA,NA
"H0IN02125","MESSER, ALLEN LUCAS","C","REP",580892.41,559680.33,"IN","05",NA,NA,NA,NA
"H0IN05078","BRIZZI, CARL J","C","REP",36268.25,30268.25,"IN","05",NA,NA,NA,NA
"H0IN05102","MURPHY, MICHAEL B","C","REP",338128.05,298514.8,"IN","05",NA,NA,NA,NA
"H0IN05136","LYONS, MARK ANDREW","C","REP",9906,9746,"IN","05",NA,NA,NA,NA
"H0IN05144","ADCOOK, ANN B","C","REP",36741.95,1549,"IN","05",NA,NA,NA,NA
"H0IN10094","MCVEY, BROSE ALLEN","C","REP",248754.51,223309.31,"IN","05",NA,NA,NA,NA
"H2IN06023","BURTON, DANNY L","I","REP",1131679.34,805292.47,"IN","05",NA,"W",NA,"W"
"H8IN05097","MCGOFF, JOHN P","C","REP",280122,205901,"IN","05",NA,NA,NA,NA
"H0IN05169","REID, RICHARD ANDREW","C","LIB",15730,14420,"IN","05",NA,NA,NA,"L"
"H6IN06149","WELSH, REVI BARRY ALAN","C","DEM",115,115,"IN","06",NA,"W",NA,"L"
"H0IN06092","STRITTMATTER, MATT","C","REP",39679.86,38455,"IN","06",NA,NA,NA,NA
"H8IN02060","PENCE, MIKE","I","REP",2684316.03,1971773.75,"IN","06",NA,"W",NA,"W"
"H6IN10141","CARSON, JULIA","I","DEM",0,0,"IN","07",NA,NA,NA,NA
"H8IN07176","ORENTLICHER, DAVID","C","DEM",676,35,"IN","07",NA,NA,NA,NA
"H8IN07184","CARSON, ANDRE","I","DEM",951789.71,469208.03,"IN","07",NA,"W",NA,"W"
"H8IN07200","MYERS, DR. WOODROW","C","DEM",0,0,"IN","07",NA,NA,NA,NA
"H8IN07226","MAYS, CAROLENE","C","DEM",0,0,"IN","07",NA,NA,NA,NA
"H0IN07157","MAY, CARLOS ANDREW","C","REP",83665.09,63818.2,"IN","07",NA,NA,NA,NA
"H0IN07173","RAMIREZ, RAFAEL","C","REP",7800,5300,"IN","07",NA,NA,NA,NA
"H0IN07207","SCOTT, MARVIN B","C","REP",228901.04,225801.04,"IN","07",NA,"W",NA,"L"
"H8IN07150","HARMON, WAYNE E","C","REP",715,635,"IN","07",NA,NA,NA,NA
"H8IN07168","ELROD, JONATHAN ROBERT","C","REP",0,0,"IN","07",NA,NA,NA,NA
"H8IN07275","CAMPO, GABRIELLE","C","REP",0,0,"IN","07",NA,NA,NA,NA
"H0IN08155","VAN HAAFTEN, WILLIAM TRENT","O","DEM",762358.58,414184.62,"IN","08",NA,"W",NA,"L"
"H6IN08210","ELLSWORTH, BRAD","I","DEM",2368815.74,1223418.45,"IN","08",NA,NA,NA,NA
"H0IN08106","STOCKTON, DANIEL DUANE","O","REP",2767,2041,"IN","08",NA,NA,NA,NA
"H0IN08114","BUCSHON, LARRY D","O","REP",1098070.93,507330.17,"IN","08",NA,"W",NA,"W"
"H0IN08148","RISK, KRISTI","O","REP",41504,41504,"IN","08",NA,NA,NA,NA
"H0IN08171","BERNITT, BUD","O","REP",13910,8870,"IN","08",NA,NA,NA,NA
"H0IN08189","SMITH, JOHN LEE","O","REP",44525,32025,"IN","08",NA,NA,NA,NA
"H0IN08205","WESTELL, STEVEN C","O","REP",10247.68,0,"IN","08",NA,NA,NA,NA
"H8IN08117","GOODE, GREGORY JUSTIN","C","REP",2558.73,0,"IN","08",NA,NA,NA,NA
"H6IN09085","CLEARWATER, GRETCHEN","C","DEM",0,0,"IN","09",NA,NA,NA,NA
"H8IN09032","HILL, BARON PAUL","I","DEM",2172448.66,890115.06,"IN","09",NA,"W",NA,"L"
"H8IN09065","BOTTORFF, JOHN R","C","DEM",19888.11,888.11,"IN","09",NA,NA,NA,NA
"H0IN09070","YOUNG, TODD CHRISTOPHER","C","REP",1964851.77,1708885.4,"IN","09",NA,"W",NA,"W"
"H0IN09088","HANKINS, TRAVIS","C","REP",245739.87,245319.87,"IN","09",NA,NA,NA,NA
"H2IN09084","SODREL, MICHAEL E. MR.","C","REP",263998.41,206105.97,"IN","09",NA,NA,NA,NA
"H0IN09138","KNOTT, GREG S","C","LIB",6093,890,"IN","09",NA,NA,NA,"L"
"H6IN09119","SCHANSBERG, D (DAVID) ERIC","C","LIB",0,0,"IN","09",NA,NA,NA,NA
"H0KS01156","JILKA, ALAN","O","DEM",162129.69,134285.65,"KS","01",NA,"W",NA,"L"
"H8KS01027","BORDONARO, JAMES","C","DEM",789.08,0,"KS","01",NA,NA,NA,NA
"H0KS01099","WASINGER, ROBERT K","O","REP",735307.34,694043.98,"KS","01",NA,NA,NA,NA
"H0KS01107","BARKER, TIMOTHY CLARK","O","REP",127285,27285,"KS","01",NA,NA,NA,NA
"H0KS01115","BOLDRA, SUE ELLEN","O","REP",53511.74,38315.14,"KS","01",NA,NA,NA,NA
"H0KS01123","MANN, TRACEY ROBERT","O","REP",785920.45,655920.45,"KS","01",NA,NA,NA,NA
"H0KS01131","BARNETT, JAMES A","O","REP",1349672.77,793962.12,"KS","01",NA,NA,NA,NA
"H0KS01149","SHADWICK, MONTE","O","REP",79816,79816,"KS","01",NA,NA,NA,NA
"H0KS01164","COBB, MARCK REDELL","O","REP",27040,1243,"KS","01",NA,NA,NA,NA
"H6KS01146","HUELSKAMP, TIMOTHY A","O","REP",1185350.41,946360.41,"KS","01",NA,"W",NA,"W"
"H0KS02113","KELLY, LAURA JEANNE","C","DEM",167637.34,138030.58,"KS","02",NA,NA,NA,NA
"H0KS02147","KOCH, THOMAS NEIL","C","DEM",3870,332,"KS","02",NA,NA,NA,NA
"H0KS02154","HUDSPETH, CHERYL","C","DEM",29209,3924,"KS","02",NA,"W",NA,"L"
"H0KS02121","PYLE, DENNIS D","C","REP",104042.17,104042.17,"KS","02",NA,NA,NA,NA
"H6KS02227","RYUN, JAMES R","I","REP",16493.9,7085,"KS","02",NA,NA,NA,NA
"H8KS02090","JENKINS, LYNN","I","REP",1471057.18,727719.67,"KS","02",NA,"W",NA,"W"
"H0KS02139","REYNOLDS, TY COLIN","C","IND",3000,0,"KS","02",NA,NA,NA,NA
"H0KS03186","MOORE, STEPHENE ANN","O","DEM",965853.08,612672.42,"KS","03",NA,"W",NA,"L"
"H6KS03175","SCHERER, THOMAS E MR.","O","DEM",84451.65,1845,"KS","03",NA,NA,NA,NA
"H8KS03049","MOORE, DENNIS W.","I","DEM",460990.58,173098.39,"KS","03",NA,NA,NA,NA
"H0KS03053","COLYER, JEFFREY","C","REP",0,0,"KS","03",NA,NA,NA,NA
"H0KS03103","RYSAVY, JOHN TIMOTHY","O","REP",76325.68,51273.42,"KS","03",NA,NA,NA,NA
"H0KS03111","GILYEAT, DANIEL","O","REP",13399,13399,"KS","03",NA,NA,NA,NA
"H0KS03129","ROSE, STEVE","O","REP",13470,13470,"KS","03",NA,NA,NA,NA
"H0KS03137","YODER, KEVIN W","O","REP",1972243.33,1383114.65,"KS","03",NA,NA,NA,"W"
"H0KS03145","MCPHERSON, CRAIG","O","REP",30156.56,26811.7,"KS","03",NA,NA,NA,NA
"H0KS03160","KING, DAVID THEODORE","O","REP",4260,0,"KS","03",NA,NA,NA,NA
"H0KS03202","KLOTZ, GARRY R","O","REP",13709,8519,"KS","03",NA,NA,NA,NA
"H0KS03210","UVODICH, JEAN ANN","O","REP",17743.64,5426.01,"KS","03",NA,NA,NA,NA
"H4KS03113","LIGHTNER, PATRICIA","O","REP",131610.5,111695.2,"KS","03",NA,"W",NA,NA
"H6KS03167","AHNER, CHUCK","C","REP",0,0,"KS","03",NA,NA,NA,NA
"H6KS03183","SCHWAB, SCOTT JOSEPH","C","REP",840,0,"KS","03",NA,NA,NA,NA
"H8KS03064","JORDAN, NICHOLAS M","O","REP",242718.39,216272,"KS","03",NA,NA,NA,NA
"H8KS03056","BALAM, JOEL","O","IND",902,902,"KS","03",NA,NA,NA,NA
"H0KS04077","GOYLE, RAJ","O","DEM",1891732.75,1646030.77,"KS","04",NA,"W",NA,"L"
"H8KS04062","BETTS, DONALD JR","C","DEM",175.01,0,"KS","04",NA,NA,NA,NA
"H0KS04044","KELSEY, RICHARD FRANKLIN","O","REP",268872.21,44372.21,"KS","04",NA,NA,NA,NA
"H0KS04051","POMPEO, MICHAEL RICHARD","O","REP",2261023.49,1944043.49,"KS","04",NA,"W",NA,"W"
"H0KS04069","ANDERSON, JAMES D","O","REP",60605.42,51291.42,"KS","04",NA,NA,NA,NA
"H0KS04085","SCHODORF, JEAN KURTIS","O","REP",112560.93,64304.93,"KS","04",NA,NA,NA,NA
"H0KS04093","HARTMAN, WINK","O","REP",2138095.82,142908.8,"KS","04",NA,NA,NA,NA
"H0KS04119","RUTSCHMAN, PAIJ BORING","O","REP",62480,2480,"KS","04",NA,NA,NA,NA
"H4KS04087","TIAHRT, TODD W.","I","REP",60424.25,2600,"KS","04",NA,NA,NA,NA
"H4KY01040","WHITFIELD, ED","I","REP",1259408.75,414937.09,"KY","01",NA,"W",NA,"W"
"H0KY02087","MARKSBERRY, WARREN E","C","DEM",8253.34,0,"KY","02",NA,"W",NA,"L"
"H8KY02049","BOSWELL, DAVID E","C","DEM",14566.3,0,"KY","02",NA,NA,NA,NA
"H4KY02030","LEWIS, RON","I","REP",630.35,0,"KY","02",NA,NA,NA,NA
"H8KY02031","GUTHRIE, S. BRETT","I","REP",1233573.09,482681.64,"KY","02",NA,"W",NA,"W"
"H6KY03124","YARMUTH, JOHN A MR","I","DEM",1537400.97,845388.2,"KY","03",NA,"W",NA,"W"
"H0KY03176","PARKER, MARILYN","C","REP",19679,12480,"KY","03",NA,NA,NA,NA
"H0KY03184","LALLY, TODD","C","REP",855493.09,664131.43,"KY","03",NA,"W",NA,"L"
"H0KY03192","HAUSMAN, FRANK LAWRENCE","C","REP",42039.23,41651.71,"KY","03",NA,NA,NA,NA
"H0KY03200","REETZ, JEFFREY THOMAS","C","REP",205432.48,98455.89,"KY","03",NA,NA,NA,NA
"H0KY03226","WICKER, SCOTT BROOKS JR","C","REP",10300,10300,"KY","03",NA,NA,NA,NA
"H6KY03090","NORTHUP, ANNE HON.","C","REP",9564.69,0,"KY","03",NA,NA,NA,NA
"H8KY03146","ROBERTS, ERWIN","C","REP",0,0,"KY","03",NA,NA,NA,NA
"H0KY03218","BRINKSNEADER, DARREN","C","UNK",2875,1125,"KY","03",NA,NA,NA,NA
"H0KY04109","WALTZ, JOHN WILLIAM","C","DEM",444682.4,420756.11,"KY","04",NA,"W",NA,"L"
"H2KY04071","DAVIS, GEOFFREY C.","I","REP",1676564.03,453455.01,"KY","04",NA,"W",NA,"W"
"H8KY04094","KELLEY, MICHAEL J","C","UNK",0,0,"KY","04",NA,NA,NA,NA
"H6KY05111","STEPP, KENNETH ","C","DEM",125,25,"KY","05",NA,NA,NA,NA
"H8KY05042","HOLBERT, JAMES E ''JIM''","C","DEM",13012,5264,"KY","05",NA,"W",NA,"L"
"H0KY05015","ROGERS, HAROLD DALLAS","I","REP",895671.36,361143.18,"KY","05",NA,"W",NA,"W"
"H4KY06072","CHANDLER, A.B. III","I","DEM",1674099.52,951037.46,"KY","06",NA,"W",NA,"W"
"H0KY06096","LOCKETT, EDWARD MATTHEW","C","REP",11570,11320,"KY","06",NA,NA,NA,NA
"H0KY06104","BARR, GARLAND ''ANDY''","C","REP",1580018.1,1399410.73,"KY","06",NA,"W",NA,"L"
"H0KY06112","TEMPLEMAN, MICHAEL DALE","C","REP",160623,51053,"KY","06",NA,NA,NA,NA
"H0KY06138","KEMPER, JOHN","C","REP",8575.07,7350,"KY","06",NA,NA,NA,NA
"H0KY06146","PENDERGRASS, GEORGE","C","REP",11267,4075,"KY","06",NA,NA,NA,NA
"H0LA01178","KATZ, MYRON B","C","DEM",64420,12920,"LA","01",NA,"W",NA,"L"
"H6LA01183","GEREIGHTY, DAVID DENNIS","C","DEM",0,0,"LA","01",NA,NA,NA,NA
"H8LA01049","REED, GILDA WERNER PHD","C","DEM",0,0,"LA","01",NA,NA,NA,NA
"H8LA01114","HARLAN, JAMES KENNETH","C","DEM",7793,1000,"LA","01",NA,NA,NA,NA
"H0LA01087","SCALISE, STEVE MR.","I","REP",1358024.47,827709.91,"LA","01",NA,"W",NA,"W"
"H4LA00016","JINDAL, BOBBY","C","REP",0,0,"LA","01",NA,NA,NA,NA
"H8LA01056","BURNS, TIMOTHY G","C","REP",36256.2,33756.2,"LA","01",NA,NA,NA,NA
"H8LA01064","YOUNG, JOHN F","C","REP",0,0,"LA","01",NA,NA,NA,NA
"H8LA01072","MORRIS, BENJAMIN OWEN","C","REP",17350,17350,"LA","01",NA,NA,NA,NA
