"","Geography","County","State","Total Population","Percent one race","Percent White alone","Percent Black alone","Percent Native American alone","Percent Asian alone","Percent Pacific Islander alone","Percent Other alone","Percent multiracial","Percent Hispanic or Latino","Estimated Median Household Income","Percent high school graduate or higher 25 years and over","Percent bachelor's degree or higher 25 years and over","rank"
"1585","0500000US29203","Shannon","Missouri",7031,"93.90%","92.53%","0.10%","0.53%","0.18%","0.00%","0.55%","6.10%","0.38%",46767,"85.9","14.9",101
"1586","0500000US29205","Shelby","Missouri",6103,"96.46%","94.89%","0.39%","0.51%","0.03%","0.02%","0.62%","3.54%","2.29%",50387,"88.5","17.6",104
"1587","0500000US29207","Stoddard","Missouri",28672,"96.01%","93.60%","1.06%","0.31%","0.33%","0.01%","0.70%","3.99%","1.93%",51703,"81.5","14.9",38
"1588","0500000US29209","Stone","Missouri",31076,"94.19%","91.95%","0.27%","0.71%","0.37%","0.06%","0.83%","5.81%","2.54%",58392,"90.3","20.6",37
"1589","0500000US29211","Sullivan","Missouri",5999,"91.97%","78.01%","3.47%","0.88%","0.50%","0.02%","9.08%","8.03%","18.62%",53438,"85.8","14.4",106
"1590","0500000US29213","Taney","Missouri",56066,"92.39%","85.11%","1.52%","0.87%","1.10%","0.35%","3.44%","7.61%","6.36%",54467,"89.8","23.8",20
"1591","0500000US29215","Texas","Missouri",24487,"95.57%","90.82%","3.23%","0.61%","0.27%","0.03%","0.61%","4.43%","2.41%",42870,"84.9","15.2",45
"1592","0500000US29217","Vernon","Missouri",19707,"94.82%","91.83%","0.56%","0.82%","0.52%","0.09%","1.00%","5.18%","2.50%",53318,"88.4","17.8",55
"1593","0500000US29219","Warren","Missouri",35532,"93.24%","88.42%","2.06%","0.45%","0.42%","0.01%","1.88%","6.76%","3.69%",75531,"88.3","19.2",33
"1594","0500000US29221","Washington","Missouri",23514,"94.83%","91.29%","2.59%","0.34%","0.17%","0.00%","0.44%","5.17%","1.69%",49364,"81.7","12.3",46
"1595","0500000US29223","Wayne","Missouri",10974,"94.27%","92.63%","0.46%","0.66%","0.21%","0.05%","0.27%","5.73%","2.01%",42758,"82.2","11.1",81
"1596","0500000US29225","Webster","Missouri",39085,"94.87%","92.56%","0.52%","0.70%","0.36%","0.03%","0.70%","5.13%","2.29%",65103,"87.9","18.4",29
"1597","0500000US29227","Worth","Missouri",1973,"97.16%","96.15%","0.00%","0.20%","0.30%","0.25%","0.25%","2.84%","1.93%",43536,"94.0","15.6",115
"1598","0500000US29229","Wright","Missouri",18188,"94.56%","92.44%","0.65%","0.43%","0.26%","0.03%","0.75%","5.44%","2.47%",43573,"82.4","12.8",59
"1599","0500000US29510","St. Louis city","Missouri",301578,"93.91%","43.87%","43.04%","0.31%","4.07%","0.03%","2.57%","6.09%","4.26%",52941,"90.0","38.6",4
"1600","0500000US30001","Beaverhead","Montana",9371,"93.89%","90.18%","0.31%","1.41%","0.42%","0.03%","1.54%","6.11%","5.60%",55867,"94.3","36.4",23
"1601","0500000US30003","Big Horn","Montana",13124,"95.07%","26.82%","0.08%","67.01%","0.35%","0.07%","0.74%","4.93%","6.25%",52463,"89.3","19.8",14
"1602","0500000US30005","Blaine","Montana",7044,"95.80%","41.96%","0.18%","52.78%","0.18%","0.00%","0.68%","4.20%","3.59%",58507,"89.1","23.8",29
"1603","0500000US30007","Broadwater","Montana",6774,"93.70%","91.85%","0.25%","0.93%","0.10%","0.00%","0.56%","6.30%","2.26%",61679,"93.3","22.3",31
"1604","0500000US30009","Carbon","Montana",10473,"95.00%","92.81%","0.21%","1.06%","0.20%","0.00%","0.72%","5.00%","2.92%",66780,"95.8","31.4",21
"1605","0500000US30011","Carter","Montana",1415,"96.04%","95.19%","0.00%","0.49%","0.07%","0.00%","0.28%","3.96%","1.06%",46486,"94.3","21.3",50
"1606","0500000US30013","Cascade","Montana",84414,"92.02%","83.24%","1.42%","4.74%","1.13%","0.15%","1.35%","7.98%","5.05%",61351,"93.4","27.6",5
"1607","0500000US30015","Chouteau","Montana",5895,"96.39%","71.48%","0.17%","23.90%","0.31%","0.00%","0.53%","3.61%","3.00%",51791,"92.3","24.5",34
"1608","0500000US30017","Custer","Montana",11867,"95.02%","91.33%","0.60%","1.74%","0.44%","0.06%","0.85%","4.98%","3.62%",61114,"94.4","26.6",17
"1609","0500000US30019","Daniels","Montana",1661,"92.23%","88.74%","0.00%","2.41%","0.78%","0.18%","0.12%","7.77%","1.32%",47378,"96.2","26.0",49
"1610","0500000US30021","Dawson","Montana",8940,"94.61%","90.38%","0.47%","1.99%","0.64%","0.01%","1.12%","5.39%","2.73%",68168,"95.2","24.6",25
"1611","0500000US30023","Deer Lodge","Montana",9421,"95.39%","91.69%","0.24%","2.54%","0.39%","0.02%","0.51%","4.61%","3.75%",46436,"90.5","20.2",22
"1612","0500000US30025","Fallon","Montana",3049,"96.46%","94.72%","0.16%","0.89%","0.23%","0.10%","0.36%","3.54%","0.75%",79750,"96.5","18.1",42
"1613","0500000US30027","Fergus","Montana",11446,"95.44%","93.25%","0.18%","1.15%","0.33%","0.00%","0.52%","4.56%","2.06%",58321,"94.6","27.6",19
"1614","0500000US30029","Flathead","Montana",104357,"93.64%","90.66%","0.27%","0.94%","0.69%","0.09%","1.00%","6.36%","3.33%",68025,"95.6","34.9",4
"1615","0500000US30031","Gallatin","Montana",118960,"93.44%","89.01%","0.44%","0.88%","1.19%","0.08%","1.84%","6.56%","4.28%",83434,"97.6","52.9",2
"1616","0500000US30033","Garfield","Montana",1173,"97.61%","95.99%","0.00%","0.85%","0.17%","0.09%","0.51%","2.39%","0.00%",61786,"97.1","21.4",51
"1617","0500000US30035","Glacier","Montana",13778,"93.54%","25.59%","0.15%","67.16%","0.29%","0.12%","0.24%","6.46%","3.57%",41078,"86.7","20.5",13
"1618","0500000US30037","Golden Valley","Montana",823,"92.47%","87.97%","1.22%","0.49%","0.00%","0.49%","2.31%","7.53%","8.75%",54792,"91.3","23.4",54
"1619","0500000US30039","Granite","Montana",3309,"95.53%","93.35%","0.00%","0.94%","0.24%","0.09%","0.91%","4.47%","3.14%",53917,"90.4","31.5",41
"1620","0500000US30041","Hill","Montana",16309,"93.03%","68.50%","0.28%","23.07%","0.48%","0.05%","0.64%","6.97%","3.98%",58427,"90.4","23.7",12
"1621","0500000US30043","Jefferson","Montana",12085,"93.81%","91.15%","0.13%","1.34%","0.41%","0.00%","0.77%","6.19%","3.03%",73875,"93.7","33.3",16
"1622","0500000US30045","Judith Basin","Montana",2023,"95.45%","93.67%","0.44%","0.05%","0.20%","0.15%","0.94%","4.55%","5.59%",58750,"94.2","27.3",44
"1623","0500000US30047","Lake","Montana",31134,"90.17%","66.29%","0.21%","22.33%","0.45%","0.08%","0.80%","9.83%","4.51%",58009,"92.3","31.9",9
"1624","0500000US30049","Lewis and Clark","Montana",70973,"92.95%","88.82%","0.40%","1.92%","0.79%","0.08%","0.95%","7.05%","3.72%",71967,"95.0","42.7",6
"1625","0500000US30051","Liberty","Montana",1959,"96.02%","94.74%","0.10%","0.51%","0.31%","0.05%","0.31%","3.98%","0.56%",48047,"76.6","27.2",45
"1626","0500000US30053","Lincoln","Montana",19677,"94.06%","91.21%","0.19%","1.13%","0.51%","0.11%","0.90%","5.94%","3.57%",44593,"92.4","17.5",10
"1627","0500000US30055","McCone","Montana",1729,"95.72%","92.89%","0.06%","1.33%","0.46%","0.12%","0.87%","4.28%","0.00%",79022,"96.9","21.3",47
"1628","0500000US30057","Madison","Montana",8623,"94.99%","92.91%","0.17%","0.39%","0.35%","0.07%","1.09%","5.01%","4.60%",61226,"96.4","31.6",26
"1629","0500000US30059","Meagher","Montana",1927,"94.40%","92.84%","0.67%","0.21%","0.16%","0.00%","0.52%","5.60%","2.59%",55753,"97.2","36.2",46
"1630","0500000US30061","Mineral","Montana",4535,"93.58%","90.34%","0.22%","1.50%","0.46%","0.11%","0.95%","6.42%","3.40%",56098,"93.1","26.0",37
"1631","0500000US30063","Missoula","Montana",117922,"93.11%","86.11%","0.64%","2.80%","1.23%","0.11%","2.23%","6.89%","3.65%",66840,"96.4","44.5",3
"1632","0500000US30065","Musselshell","Montana",4730,"95.48%","91.73%","0.15%","2.16%","0.47%","0.13%","0.85%","4.52%","3.55%",54875,"91.1","19.7",36
"1633","0500000US30067","Park","Montana",17191,"94.68%","92.19%","0.36%","0.92%","0.44%","0.01%","0.76%","5.32%","3.31%",67602,"96.9","36.3",11
"1634","0500000US30069","Petroleum","Montana",496,"94.15%","93.95%","0.00%","0.00%","0.20%","0.00%","0.00%","5.85%","0.00%",57981,"99.7","23.8",56
"1635","0500000US30071","Phillips","Montana",4217,"93.31%","83.57%","0.12%","8.09%","0.36%","0.00%","1.19%","6.69%","2.28%",61250,"93.2","20.0",38
"1636","0500000US30073","Pondera","Montana",5898,"95.64%","79.28%","0.08%","15.38%","0.42%","0.19%","0.29%","4.36%","2.39%",59861,"88.0","21.9",33
"1637","0500000US30075","Powder River","Montana",1694,"94.16%","91.32%","0.30%","1.95%","0.00%","0.00%","0.59%","5.84%","2.36%",60313,"89.3","25.5",48
"1638","0500000US30077","Powell","Montana",6946,"95.23%","87.71%","0.96%","5.87%","0.33%","0.04%","0.32%","4.77%","2.17%",60994,"92.5","19.4",30
"1639","0500000US30079","Prairie","Montana",1088,"94.30%","92.28%","0.18%","1.19%","0.64%","0.00%","0.00%","5.70%","1.10%",44107,"86.2","22.4",52
"1640","0500000US30081","Ravalli","Montana",44174,"94.27%","91.37%","0.21%","0.84%","0.57%","0.07%","1.21%","5.73%","3.88%",67424,"93.0","28.8",7
"1641","0500000US30083","Richland","Montana",11491,"93.04%","88.04%","0.55%","1.57%","1.05%","0.04%","1.78%","6.96%","5.73%",67515,"95.7","14.2",18
"1642","0500000US30085","Roosevelt","Montana",10794,"92.81%","33.63%","0.30%","57.87%","0.44%","0.00%","0.57%","7.19%","3.67%",51038,"93.2","19.8",20
"1643","0500000US30087","Rosebud","Montana",8329,"94.87%","58.04%","0.24%","35.39%","0.46%","0.02%","0.72%","5.13%","5.32%",57656,"89.7","19.4",27
"1644","0500000US30089","Sanders","Montana",12400,"93.35%","87.81%","0.19%","3.70%","0.45%","0.02%","1.19%","6.65%","3.46%",47110,"90.6","18.1",15
"1645","0500000US30091","Sheridan","Montana",3539,"93.67%","90.42%","0.40%","1.78%","0.37%","0.00%","0.71%","6.33%","4.75%",67457,"90.5","25.5",40
"1646","0500000US30093","Silver Bow","Montana",35133,"94.14%","90.51%","0.37%","1.61%","0.62%","0.06%","0.96%","5.86%","4.66%",56297,"93.5","27.7",8
"1647","0500000US30095","Stillwater","Montana",8963,"94.05%","91.67%","0.19%","0.99%","0.28%","0.00%","0.93%","5.95%","4.23%",78380,"92.9","29.3",24
"1648","0500000US30097","Sweet Grass","Montana",3678,"93.80%","91.76%","0.22%","0.68%","0.41%","0.11%","0.63%","6.20%","2.31%",64872,"96.0","23.6",39
"1649","0500000US30099","Teton","Montana",6226,"94.39%","91.31%","0.34%","1.64%","0.29%","0.10%","0.72%","5.61%","1.80%",65224,"89.8","25.5",32
"1650","0500000US30101","Toole","Montana",4971,"95.15%","85.86%","0.64%","6.96%","0.74%","0.02%","0.93%","4.85%","4.24%",54040,"87.4","22.3",35
"1651","0500000US30103","Treasure","Montana",762,"95.67%","91.60%","0.13%","2.62%","0.52%","0.13%","0.66%","4.33%","3.81%",70096,"94.1","32.2",55
"1652","0500000US30105","Valley","Montana",7578,"94.89%","84.35%","0.20%","9.18%","0.28%","0.00%","0.88%","5.11%","2.71%",59725,"93.3","19.6",28
"1653","0500000US30107","Wheatland","Montana",2069,"92.56%","90.72%","0.29%","0.87%","0.14%","0.00%","0.53%","7.44%","2.13%",48272,"92.4","20.7",43
"1654","0500000US30109","Wibaux","Montana",937,"94.88%","92.85%","0.21%","0.75%","0.21%","0.21%","0.64%","5.12%","8.64%",58750,"95.1","22.5",53
"1655","0500000US30111","Yellowstone","Montana",164731,"92.81%","84.97%","0.79%","4.39%","0.80%","0.14%","1.72%","7.19%","6.23%",72300,"95.3","34.3",1
"1656","0500000US31001","Adams","Nebraska",31205,"93.23%","85.42%","0.83%","0.60%","1.37%","0.03%","4.98%","6.77%","11.63%",61502,"92.4","27.1",11
"1657","0500000US31003","Antelope","Nebraska",6295,"96.76%","94.31%","0.35%","0.25%","0.35%","0.02%","1.48%","3.24%","3.59%",61924,"93.6","20.5",46
"1658","0500000US31005","Arthur","Nebraska",434,"92.86%","92.17%","0.69%","0.00%","0.00%","0.00%","0.00%","7.14%","1.38%",66667,"96.5","31.4",91
"1659","0500000US31007","Banner","Nebraska",674,"94.21%","91.10%","0.00%","0.74%","0.45%","0.00%","1.93%","5.79%","5.04%",62375,"91.2","30.4",87
"1660","0500000US31009","Blaine","Nebraska",431,"94.43%","92.11%","0.23%","0.00%","0.70%","0.00%","1.39%","5.57%","0.00%",52083,"90.4","20.8",92
"1661","0500000US31011","Boone","Nebraska",5379,"96.91%","94.65%","0.39%","0.33%","0.13%","0.02%","1.39%","3.09%","2.77%",66800,"93.9","18.0",52
"1662","0500000US31013","Box Butte","Nebraska",10842,"92.13%","83.59%","0.61%","3.37%","0.69%","0.05%","3.83%","7.87%","13.18%",67893,"91.9","18.1",22
"1663","0500000US31015","Boyd","Nebraska",1810,"96.96%","95.25%","0.00%","0.99%","0.00%","0.00%","0.72%","3.04%","3.15%",57120,"95.2","16.9",78
"1664","0500000US31017","Brown","Nebraska",2903,"96.11%","91.77%","0.07%","0.41%","0.28%","0.00%","3.58%","3.89%","3.72%",44267,"92.5","21.3",67
"1665","0500000US31019","Buffalo","Nebraska",50084,"94.16%","86.58%","1.28%","0.55%","1.34%","0.07%","4.34%","5.84%","9.72%",70093,"92.6","35.2",5
"1666","0500000US31021","Burt","Nebraska",6722,"96.04%","92.95%","0.33%","1.23%","0.52%","0.25%","0.76%","3.96%","3.59%",54950,"91.0","23.4",43
"1667","0500000US31023","Butler","Nebraska",8369,"96.52%","92.30%","0.33%","0.27%","0.11%","0.01%","3.49%","3.48%","4.90%",75690,"92.4","25.3",34
"1668","0500000US31025","Cass","Nebraska",26598,"94.97%","92.61%","0.39%","0.37%","0.41%","0.03%","1.16%","5.03%","3.86%",87673,"95.4","31.3",12
"1669","0500000US31027","Cedar","Nebraska",8380,"97.79%","96.23%","0.33%","0.16%","0.14%","0.02%","0.91%","2.21%","2.34%",72035,"94.7","23.3",33
"1670","0500000US31029","Chase","Nebraska",3893,"93.68%","85.02%","0.51%","0.23%","0.28%","0.00%","7.63%","6.32%","17.83%",57313,"87.9","24.4",61
"1671","0500000US31031","Cherry","Nebraska",5455,"94.87%","88.54%","0.20%","5.35%","0.13%","0.00%","0.64%","5.13%","2.11%",62373,"97.8","25.9",51
"1672","0500000US31033","Cheyenne","Nebraska",9468,"94.95%","89.97%","0.63%","0.55%","0.79%","0.01%","3.00%","5.05%","8.19%",54038,"92.3","23.8",28
"1673","0500000US31035","Clay","Nebraska",6104,"94.94%","90.14%","0.16%","0.56%","0.16%","0.00%","3.92%","5.06%","9.34%",73933,"93.3","21.6",47
"1674","0500000US31037","Colfax","Nebraska",10582,"90.26%","55.18%","3.57%","2.84%","0.47%","0.02%","28.17%","9.74%","46.06%",71205,"73.1","12.8",24
"1675","0500000US31039","Cuming","Nebraska",9013,"95.21%","87.00%","0.26%","0.79%","0.20%","0.10%","6.87%","4.79%","10.29%",68917,"92.1","24.0",30
"1676","0500000US31041","Custer","Nebraska",10545,"96.54%","94.07%","0.46%","0.41%","0.18%","0.02%","1.40%","3.46%","3.68%",62288,"94.7","25.8",25
"1677","0500000US31043","Dakota","Nebraska",21582,"84.76%","51.10%","7.47%","3.29%","2.82%","0.71%","19.35%","15.24%","39.30%",66112,"78.6","14.3",16
"1678","0500000US31045","Dawes","Nebraska",8199,"94.56%","86.22%","2.00%","4.16%","0.65%","0.07%","1.46%","5.44%","5.83%",53760,"95.6","36.0",36
"1679","0500000US31047","Dawson","Nebraska",24111,"89.59%","62.62%","5.02%","1.12%","0.83%","0.19%","19.81%","10.41%","34.18%",67462,"78.8","16.0",13
"1680","0500000US31049","Deuel","Nebraska",1838,"95.92%","92.98%","0.05%","0.71%","0.33%","0.00%","1.85%","4.08%","11.75%",58875,"89.7","20.8",76
"1681","0500000US31051","Dixon","Nebraska",5606,"93.04%","84.46%","0.32%","0.59%","0.39%","0.00%","7.28%","6.96%","14.97%",60568,"84.4","22.2",49
"1682","0500000US31053","Dodge","Nebraska",37167,"92.95%","82.19%","0.66%","0.94%","0.55%","0.05%","8.55%","7.05%","15.05%",66793,"88.7","21.7",6
"1683","0500000US31055","Douglas","Nebraska",584526,"91.40%","68.16%","11.07%","0.99%","4.76%","0.09%","6.34%","8.60%","13.31%",76083,"91.4","41.2",1
"1684","0500000US31057","Dundy","Nebraska",1654,"95.28%","91.05%","0.42%","1.21%","0.06%","0.18%","2.36%","4.72%","1.63%",58977,"94.2","26.3",79
"1685","0500000US31059","Fillmore","Nebraska",5551,"96.40%","94.16%","0.40%","0.38%","0.23%","0.02%","1.21%","3.60%","3.78%",72335,"94.4","22.8",50
"1686","0500000US31061","Franklin","Nebraska",2889,"97.61%","95.53%","0.21%","0.21%","0.59%","0.00%","1.07%","2.39%","2.84%",55625,"93.1","19.2",68
"1687","0500000US31063","Frontier","Nebraska",2519,"96.51%","94.32%","0.67%","0.24%","0.00%","0.12%","1.15%","3.49%","3.33%",62928,"93.8","23.4",72
"1688","0500000US31065","Furnas","Nebraska",4636,"95.23%","92.60%","0.19%","0.67%","0.13%","0.00%","1.64%","4.77%","4.92%",58895,"89.8","21.4",57
"1689","0500000US31067","Gage","Nebraska",21704,"95.96%","93.52%","0.65%","0.46%","0.46%","0.01%","0.87%","4.04%","3.09%",60035,"92.5","20.0",15
"1690","0500000US31069","Garden","Nebraska",1874,"96.10%","93.28%","0.37%","0.21%","0.11%","0.05%","2.08%","3.90%","3.95%",47139,"93.8","23.1",75
"1691","0500000US31071","Garfield","Nebraska",1813,"97.35%","96.97%","0.17%","0.17%","0.00%","0.00%","0.06%","2.65%","3.25%",64957,"95.7","31.9",77
"1692","0500000US31073","Gosper","Nebraska",1893,"96.25%","93.92%","0.21%","0.21%","0.58%","0.05%","1.27%","3.75%","4.28%",76583,"93.9","28.1",74
"1693","0500000US31075","Grant","Nebraska",611,"98.04%","94.93%","0.82%","1.96%","0.16%","0.00%","0.16%","1.96%","0.33%",65139,"91.7","27.0",89
"1694","0500000US31077","Greeley","Nebraska",2188,"98.35%","96.07%","0.05%","0.23%","0.27%","0.05%","1.69%","1.65%","2.10%",52813,"92.8","17.1",73
"1695","0500000US31079","Hall","Nebraska",62895,"90.62%","69.48%","3.05%","1.45%","1.16%","0.06%","15.42%","9.38%","29.89%",63553,"84.9","21.3",4
"1696","0500000US31081","Hamilton","Nebraska",9429,"96.42%","94.33%","0.29%","0.42%","0.16%","0.02%","1.20%","3.58%","3.87%",73254,"97.2","24.9",29
"1697","0500000US31083","Harlan","Nebraska",3073,"96.78%","95.22%","0.07%","0.52%","0.36%","0.00%","0.62%","3.22%","3.38%",64583,"92.7","24.5",65
"1698","0500000US31085","Hayes","Nebraska",856,"94.74%","89.72%","0.00%","0.58%","0.23%","0.00%","4.21%","5.26%","7.24%",59405,"93.0","18.1",82
"1699","0500000US31087","Hitchcock","Nebraska",2616,"96.52%","95.45%","0.04%","0.00%","0.08%","0.15%","0.80%","3.48%","3.94%",49456,"93.5","18.8",70
"1700","0500000US31089","Holt","Nebraska",10127,"97.24%","93.41%","0.42%","0.52%","0.51%","0.01%","2.36%","2.76%","5.28%",66325,"93.9","27.5",26
"1701","0500000US31091","Hooker","Nebraska",711,"95.08%","93.53%","0.56%","0.70%","0.14%","0.00%","0.14%","4.92%","0.00%",43333,"93.1","27.1",86
"1702","0500000US31093","Howard","Nebraska",6475,"97.25%","95.75%","0.22%","0.42%","0.19%","0.02%","0.66%","2.75%","2.89%",70766,"95.9","22.3",45
"1703","0500000US31095","Jefferson","Nebraska",7240,"95.75%","92.14%","0.28%","0.62%","0.21%","0.00%","2.50%","4.25%","5.01%",54494,"92.1","19.3",40
"1704","0500000US31097","Johnson","Nebraska",5290,"95.88%","79.15%","5.95%","0.98%","1.44%","0.00%","8.36%","4.12%","10.30%",64352,"89.5","19.0",53
"1705","0500000US31099","Kearney","Nebraska",6688,"95.35%","92.09%","0.04%","0.28%","0.18%","0.13%","2.62%","4.65%","7.73%",74276,"93.7","30.9",44
"1706","0500000US31101","Keith","Nebraska",8335,"94.24%","90.09%","0.23%","0.42%","0.55%","0.08%","2.87%","5.76%","7.69%",59511,"90.8","19.9",35
"1707","0500000US31103","Keya Paha","Nebraska",769,"97.01%","95.84%","0.00%","0.26%","0.00%","0.13%","0.78%","2.99%","2.34%",63977,"98.1","28.8",84
"1708","0500000US31105","Kimball","Nebraska",3434,"94.38%","90.91%","0.03%","1.22%","0.44%","0.00%","1.78%","5.62%","10.40%",53151,"85.3","11.5",62
"1709","0500000US31107","Knox","Nebraska",8391,"96.75%","83.64%","0.19%","11.45%","0.33%","0.05%","1.08%","3.25%","3.41%",61250,"91.9","18.9",32
"1710","0500000US31109","Lancaster","Nebraska",322608,"92.87%","80.11%","4.26%","0.83%","4.37%","0.06%","3.24%","7.13%","7.68%",70387,"93.3","40.9",2
"1711","0500000US31111","Lincoln","Nebraska",34676,"93.98%","88.47%","1.23%","0.62%","0.94%","0.02%","2.71%","6.02%","9.61%",63019,"93.5","20.2",9
"1712","0500000US31113","Logan","Nebraska",716,"95.11%","94.41%","0.00%","0.14%","0.56%","0.00%","0.00%","4.89%","1.96%",69250,"97.5","25.3",85
"1713","0500000US31115","Loup","Nebraska",607,"94.56%","93.08%","0.00%","0.00%","0.16%","0.00%","1.32%","5.44%","12.19%",50000,"98.9","19.5",90
"1714","0500000US31117","McPherson","Nebraska",399,"96.49%","94.74%","0.00%","1.00%","0.50%","0.00%","0.25%","3.51%","0.75%",58250,"93.8","17.4",93
"1715","0500000US31119","Madison","Nebraska",35585,"92.36%","81.21%","1.16%","1.50%","1.26%","0.03%","7.21%","7.64%","16.04%",61139,"93.0","24.5",8
"1716","0500000US31121","Merrick","Nebraska",7668,"95.50%","91.93%","0.57%","0.48%","0.42%","0.08%","2.02%","4.50%","5.37%",57873,"92.9","17.4",38
"1717","0500000US31123","Morrill","Nebraska",4555,"93.04%","85.44%","0.44%","1.19%","0.46%","0.00%","5.51%","6.96%","15.83%",57325,"89.4","19.4",58
"1718","0500000US31125","Nance","Nebraska",3380,"96.42%","95.38%","0.12%","0.41%","0.18%","0.00%","0.33%","3.58%","3.46%",60054,"92.2","19.0",64
"1719","0500000US31127","Nemaha","Nebraska",7074,"96.42%","93.33%","0.93%","0.47%","0.47%","0.00%","1.23%","3.58%","3.03%",57196,"90.2","30.5",41
"1720","0500000US31129","Nuckolls","Nebraska",4095,"95.85%","94.31%","0.15%","0.10%","0.10%","0.00%","1.20%","4.15%","1.47%",66000,"92.8","26.8",59
"1721","0500000US31131","Otoe","Nebraska",15912,"94.19%","89.06%","0.56%","0.48%","0.57%","0.00%","3.53%","5.81%","8.52%",73031,"92.9","25.6",19
"1722","0500000US31133","Pawnee","Nebraska",2544,"97.76%","96.74%","0.16%","0.28%","0.00%","0.04%","0.55%","2.24%","2.08%",55833,"85.9","20.4",71
"1723","0500000US31135","Perkins","Nebraska",2858,"96.08%","93.07%","0.35%","0.10%","0.10%","0.17%","2.27%","3.92%","4.79%",61786,"90.6","25.9",69
"1724","0500000US31137","Phelps","Nebraska",8968,"95.73%","92.40%","0.39%","0.40%","0.31%","0.01%","2.22%","4.27%","6.19%",65114,"92.3","26.7",31
"1725","0500000US31139","Pierce","Nebraska",7317,"97.27%","95.57%","0.42%","0.30%","0.22%","0.03%","0.72%","2.73%","2.28%",65603,"94.5","22.1",39
"1726","0500000US31141","Platte","Nebraska",34296,"91.86%","78.53%","1.09%","0.89%","0.60%","0.03%","10.73%","8.14%","21.28%",69943,"89.7","24.6",10
"1727","0500000US31143","Polk","Nebraska",5214,"94.96%","92.02%","0.21%","0.44%","0.04%","0.02%","2.22%","5.04%","6.16%",67695,"92.1","18.6",54
"1728","0500000US31145","Red Willow","Nebraska",10702,"95.94%","90.95%","1.06%","0.47%","0.36%","0.11%","2.98%","4.06%","5.87%",58344,"92.3","24.4",23
"1729","0500000US31147","Richardson","Nebraska",7871,"94.84%","90.85%","0.30%","2.87%","0.46%","0.01%","0.34%","5.16%","2.15%",50321,"91.3","20.4",37
"1730","0500000US31149","Rock","Nebraska",1262,"97.94%","96.91%","0.24%","0.08%","0.00%","0.00%","0.71%","2.06%","0.79%",57566,"95.1","28.6",80
"1731","0500000US31151","Saline","Nebraska",14292,"89.97%","69.22%","0.96%","1.43%","1.94%","0.34%","16.09%","10.03%","27.04%",71104,"80.5","21.9",20
"1732","0500000US31153","Sarpy","Nebraska",190604,"90.81%","80.02%","3.91%","0.53%","2.52%","0.13%","3.71%","9.19%","10.57%",95911,"95.7","41.2",3
"1733","0500000US31155","Saunders","Nebraska",22278,"95.97%","93.80%","0.36%","0.38%","0.39%","0.02%","1.02%","4.03%","2.43%",84474,"95.3","29.1",14
"1734","0500000US31157","Scotts Bluff","Nebraska",36084,"89.49%","78.33%","0.80%","2.13%","0.78%","0.07%","7.38%","10.51%","24.86%",60137,"89.1","25.2",7
"1735","0500000US31159","Seward","Nebraska",17609,"96.31%","94.08%","0.60%","0.32%","0.32%","0.03%","0.96%","3.69%","2.70%",79677,"94.2","31.0",18
"1736","0500000US31161","Sheridan","Nebraska",5127,"94.42%","80.81%","0.29%","11.04%","0.59%","0.04%","1.66%","5.58%","6.10%",53609,"89.7","21.7",55
"1737","0500000US31163","Sherman","Nebraska",2959,"96.32%","94.86%","0.34%","0.54%","0.17%","0.07%","0.34%","3.68%","2.50%",60194,"90.9","18.9",66
"1738","0500000US31165","Sioux","Nebraska",1135,"96.12%","93.83%","0.00%","0.18%","0.35%","0.18%","1.59%","3.88%","4.85%",50833,"96.0","24.9",81
"1739","0500000US31167","Stanton","Nebraska",5842,"94.64%","90.86%","0.38%","0.55%","0.31%","0.12%","2.43%","5.36%","6.45%",76035,"94.0","20.1",48
"1740","0500000US31169","Thayer","Nebraska",5034,"97.38%","95.69%","0.20%","0.30%","0.20%","0.12%","0.87%","2.62%","2.94%",60305,"93.5","22.5",56
"1741","0500000US31171","Thomas","Nebraska",669,"95.52%","94.17%","0.00%","0.60%","0.15%","0.00%","0.60%","4.48%","3.14%",70069,"91.5","24.6",88
"1742","0500000US31173","Thurston","Nebraska",6773,"97.17%","36.54%","0.35%","58.76%","0.13%","0.13%","1.24%","2.83%","7.81%",63459,"89.8","19.8",42
"1743","0500000US31175","Valley","Nebraska",4059,"97.39%","95.22%","0.37%","0.25%","0.25%","0.25%","1.06%","2.61%","2.07%",62321,"93.7","27.0",60
"1744","0500000US31177","Washington","Nebraska",20865,"95.75%","93.54%","0.35%","0.18%","0.48%","0.02%","1.18%","4.25%","2.95%",89671,"95.1","34.3",17
"1745","0500000US31179","Wayne","Nebraska",9697,"95.02%","82.74%","3.62%","0.63%","1.26%","0.08%","6.69%","4.98%","6.82%",64951,"95.7","32.7",27
"1746","0500000US31181","Webster","Nebraska",3395,"95.38%","93.08%","0.41%","0.47%","0.27%","0.00%","1.15%","4.62%","5.36%",62571,"93.9","21.5",63
"1747","0500000US31183","Wheeler","Nebraska",774,"96.25%","95.74%","0.00%","0.39%","0.00%","0.00%","0.13%","3.75%","0.52%",59167,"97.9","24.7",83
"1748","0500000US31185","York","Nebraska",14125,"95.92%","90.54%","1.23%","0.62%","0.67%","0.04%","2.81%","4.08%","5.30%",72914,"93.8","25.3",21
